campaign_id,customer_id,campaign_type,marketing_cost,conversion_status,revenue_generated
CMP-00389,CUST-03125,Google PPC,25.52,Converted,109.37
CMP-00390,CUST-03472,Influencer Sponsor,44.68,Not Converted,0.0
CMP-00391,CUST-01257,Google PPC,7.19,Not Converted,0.0
CMP-00392,CUST-03184,Influencer Sponsor,56.89,Not Converted,0.0
CMP-00393,CUST-00270,Affiliate Promo,11.45,Not Converted,0.0
CMP-00394,CUST-01134,Influencer Sponsor,61.92,Not Converted,0.0
CMP-00395,CUST-02671,Google PPC,19.45,Converted,54.27
CMP-00396,CUST-01175,Google PPC,67.74,Converted,304.3
CMP-00397,CUST-02935,Influencer Sponsor,79.03,Not Converted,0.0
CMP-00398,CUST-00094,Google PPC,39.95,Not Converted,0.0
CMP-00399,CUST-00303,Email Retargeting,33.92,Converted,163.38
CMP-00400,CUST-00271,Affiliate Promo,23.48,Not Converted,0.0
CMP-00401,CUST-02910,Influencer Sponsor,34.31,Not Converted,0.0
CMP-00402,CUST-02334,Email Retargeting,62.61,Not Converted,0.0
CMP-00403,CUST-02375,Google PPC,31.73,Not Converted,0.0
CMP-00404,CUST-02867,Affiliate Promo,16.03,Not Converted,0.0
CMP-00405,CUST-02905,Google PPC,77.89,Not Converted,0.0
CMP-00406,CUST-00008,Influencer Sponsor,65.89,Not Converted,0.0
CMP-00407,CUST-00934,Email Retargeting,50.07,Not Converted,0.0
CMP-00408,CUST-03068,Meta Paid Ads,47.41,Converted,180.04
CMP-00409,CUST-02165,Influencer Sponsor,51.05,Not Converted,0.0
CMP-00410,CUST-03294,Email Retargeting,75.3,Not Converted,0.0
CMP-00411,CUST-03193,Email Retargeting,51.55,Not Converted,0.0
CMP-00412,CUST-02441,Meta Paid Ads,45.27,Not Converted,0.0
CMP-00413,CUST-01558,Affiliate Promo,32.3,Not Converted,0.0
CMP-00414,CUST-02420,Google PPC,47.59,Not Converted,0.0
CMP-00415,CUST-02730,Influencer Sponsor,44.16,Not Converted,0.0
CMP-00416,CUST-00699,Meta Paid Ads,74.39,Not Converted,0.0
CMP-00417,CUST-00355,Google PPC,80.0,Not Converted,0.0
CMP-00418,CUST-00348,Meta Paid Ads,83.9,Not Converted,0.0
CMP-00419,CUST-01138,Email Retargeting,42.75,Not Converted,0.0
CMP-00420,CUST-01996,Email Retargeting,36.12,Not Converted,0.0
CMP-00421,CUST-02735,Influencer Sponsor,50.06,Not Converted,0.0
CMP-00422,CUST-00418,Google PPC,22.68,Not Converted,0.0
CMP-00423,CUST-02273,Influencer Sponsor,69.0,Not Converted,0.0
CMP-00424,CUST-02509,Email Retargeting,8.3,Not Converted,0.0
CMP-00425,CUST-03331,Affiliate Promo,63.9,Not Converted,0.0
CMP-00426,CUST-01467,Email Retargeting,18.07,Not Converted,0.0
CMP-00427,CUST-03210,Meta Paid Ads,75.66,Converted,267.57
CMP-00428,CUST-03500,Email Retargeting,8.3,Not Converted,0.0
CMP-00429,CUST-01671,Google PPC,37.39,Not Converted,0.0
CMP-00430,CUST-01266,Affiliate Promo,27.96,Not Converted,0.0
CMP-00431,CUST-00586,Meta Paid Ads,70.2,Not Converted,0.0
CMP-00432,CUST-02648,Google PPC,20.54,Converted,109.13
CMP-00433,CUST-01469,Google PPC,64.17,Not Converted,0.0
CMP-00434,CUST-00488,Email Retargeting,65.03,Not Converted,0.0
CMP-00435,CUST-02548,Email Retargeting,12.45,Not Converted,0.0
CMP-00436,CUST-00008,Google PPC,15.87,Not Converted,0.0
CMP-00437,CUST-02389,Affiliate Promo,65.64,Not Converted,0.0
CMP-00438,CUST-02128,Google PPC,38.86,Not Converted,0.0
CMP-00439,CUST-00220,Google PPC,27.55,Not Converted,0.0
CMP-00440,CUST-00598,Affiliate Promo,16.42,Not Converted,0.0
CMP-00441,CUST-01900,Email Retargeting,20.15,Not Converted,0.0
CMP-00442,CUST-03176,Influencer Sponsor,49.69,Not Converted,0.0
CMP-00443,CUST-02411,Email Retargeting,28.25,Not Converted,0.0
CMP-00444,CUST-01003,Google PPC,72.56,Converted,253.19
CMP-00445,CUST-03189,Email Retargeting,78.04,Not Converted,0.0
CMP-00446,CUST-01009,Google PPC,84.59,Not Converted,0.0
CMP-00447,CUST-01941,Email Retargeting,28.46,Not Converted,0.0
CMP-00448,CUST-02588,Email Retargeting,72.41,Not Converted,0.0
CMP-00449,CUST-02121,Email Retargeting,66.12,Not Converted,0.0
CMP-00450,CUST-02794,Google PPC,73.85,Not Converted,0.0
CMP-00451,CUST-00617,Email Retargeting,16.64,Not Converted,0.0
CMP-00452,CUST-02572,Influencer Sponsor,46.0,Converted,193.45
CMP-00453,CUST-01445,Google PPC,36.97,Converted,193.64
CMP-00454,CUST-00453,Email Retargeting,8.81,Converted,47.32
CMP-00455,CUST-00792,Email Retargeting,50.26,Not Converted,0.0
CMP-00456,CUST-02605,Influencer Sponsor,27.93,Not Converted,0.0
CMP-00457,CUST-01261,Meta Paid Ads,48.12,Not Converted,0.0
CMP-00458,CUST-02075,Email Retargeting,55.62,Converted,429.77
CMP-00459,CUST-00336,Influencer Sponsor,9.77,Not Converted,0.0
CMP-00460,CUST-02249,Email Retargeting,32.62,Not Converted,0.0
CMP-00461,CUST-01834,Influencer Sponsor,54.62,Not Converted,0.0
CMP-00462,CUST-01372,Meta Paid Ads,49.33,Not Converted,0.0
CMP-00463,CUST-00846,Email Retargeting,15.1,Not Converted,0.0
CMP-00464,CUST-00184,Email Retargeting,46.27,Converted,300.79
CMP-00465,CUST-02950,Affiliate Promo,84.35,Not Converted,0.0
CMP-00466,CUST-01953,Email Retargeting,83.96,Converted,376.85
CMP-00467,CUST-01902,Affiliate Promo,61.35,Not Converted,0.0
CMP-00468,CUST-00047,Influencer Sponsor,73.36,Converted,249.69
CMP-00469,CUST-03381,Google PPC,26.1,Not Converted,0.0
CMP-00470,CUST-02324,Email Retargeting,20.51,Not Converted,0.0
CMP-00471,CUST-01196,Email Retargeting,35.84,Not Converted,0.0
CMP-00472,CUST-01973,Email Retargeting,41.62,Not Converted,0.0
CMP-00473,CUST-01293,Google PPC,53.44,Not Converted,0.0
CMP-00474,CUST-03458,Affiliate Promo,81.32,Converted,596.73
CMP-00475,CUST-00172,Email Retargeting,75.87,Not Converted,0.0
CMP-00476,CUST-02947,Email Retargeting,57.14,Converted,346.73
CMP-00477,CUST-00218,Email Retargeting,51.2,Not Converted,0.0
CMP-00478,CUST-00384,Email Retargeting,81.76,Not Converted,0.0
CMP-00479,CUST-02606,Google PPC,69.73,Not Converted,0.0
CMP-00480,CUST-03018,Google PPC,20.07,Converted,63.05
CMP-00481,CUST-01251,Google PPC,80.12,Not Converted,0.0
CMP-00482,CUST-01281,Email Retargeting,31.99,Not Converted,0.0
CMP-00483,CUST-00704,Google PPC,46.03,Converted,170.62
CMP-00484,CUST-00838,Google PPC,9.8,Not Converted,0.0
CMP-00485,CUST-00129,Influencer Sponsor,79.57,Not Converted,0.0
CMP-00486,CUST-00533,Google PPC,65.31,Converted,382.58
CMP-00487,CUST-01383,Email Retargeting,68.4,Not Converted,0.0
CMP-00488,CUST-00087,Google PPC,79.41,Converted,463.17
CMP-00489,CUST-00273,Google PPC,75.6,Converted,446.3
CMP-00490,CUST-00123,Google PPC,62.05,Converted,448.11
CMP-00491,CUST-03105,Email Retargeting,28.77,Converted,107.12
CMP-00492,CUST-01796,Google PPC,71.94,Not Converted,0.0
CMP-00493,CUST-01953,Google PPC,32.14,Not Converted,0.0
CMP-00494,CUST-01297,Meta Paid Ads,25.45,Not Converted,0.0
CMP-00495,CUST-00066,Meta Paid Ads,7.72,Not Converted,0.0
CMP-00496,CUST-02381,Google PPC,43.73,Not Converted,0.0
CMP-00497,CUST-02696,Google PPC,10.07,Not Converted,0.0
CMP-00498,CUST-00377,Influencer Sponsor,35.93,Converted,178.44
CMP-00499,CUST-00149,Affiliate Promo,61.88,Not Converted,0.0
CMP-00500,CUST-00001,Meta Paid Ads,49.72,Converted,385.25
CMP-00501,CUST-01433,Affiliate Promo,33.16,Not Converted,0.0
CMP-00502,CUST-01614,Meta Paid Ads,6.39,Not Converted,0.0
CMP-00503,CUST-00503,Influencer Sponsor,75.04,Converted,419.33
CMP-00504,CUST-00575,Email Retargeting,37.96,Converted,227.38
CMP-00505,CUST-02041,Influencer Sponsor,55.41,Converted,359.98
CMP-00506,CUST-01562,Google PPC,47.02,Not Converted,0.0
CMP-00507,CUST-02800,Email Retargeting,40.85,Not Converted,0.0
CMP-00508,CUST-00701,Google PPC,9.48,Not Converted,0.0
CMP-00509,CUST-00435,Influencer Sponsor,54.79,Not Converted,0.0
CMP-00510,CUST-00054,Email Retargeting,77.95,Not Converted,0.0
CMP-00511,CUST-02511,Meta Paid Ads,37.02,Converted,126.68
CMP-00512,CUST-00295,Google PPC,38.75,Converted,224.88
CMP-00513,CUST-00250,Affiliate Promo,6.38,Converted,27.84
CMP-00514,CUST-01778,Email Retargeting,70.17,Not Converted,0.0
CMP-00515,CUST-02868,Google PPC,59.01,Converted,363.75
CMP-00516,CUST-00477,Email Retargeting,29.48,Not Converted,0.0
CMP-00517,CUST-01527,Affiliate Promo,63.79,Not Converted,0.0
CMP-00518,CUST-00124,Affiliate Promo,52.46,Not Converted,0.0
CMP-00519,CUST-01181,Meta Paid Ads,79.95,Not Converted,0.0
CMP-00520,CUST-00685,Influencer Sponsor,29.85,Not Converted,0.0
CMP-00521,CUST-03231,Meta Paid Ads,8.85,Not Converted,0.0
CMP-00522,CUST-01651,Influencer Sponsor,75.57,Not Converted,0.0
CMP-00523,CUST-03488,Email Retargeting,24.28,Not Converted,0.0
CMP-00524,CUST-02341,Meta Paid Ads,5.09,Not Converted,0.0
CMP-00525,CUST-03232,Google PPC,28.9,Not Converted,0.0
CMP-00526,CUST-02286,Email Retargeting,29.11,Not Converted,0.0
CMP-00527,CUST-00726,Google PPC,70.79,Converted,494.13
CMP-00528,CUST-03048,Influencer Sponsor,14.78,Not Converted,0.0
CMP-00529,CUST-03359,Email Retargeting,17.92,Not Converted,0.0
CMP-00530,CUST-00680,Meta Paid Ads,27.06,Converted,188.1
CMP-00531,CUST-00514,Affiliate Promo,6.69,Not Converted,0.0
CMP-00532,CUST-02487,Google PPC,83.01,Converted,461.59
CMP-00533,CUST-00229,Influencer Sponsor,47.88,Not Converted,0.0
CMP-00534,CUST-00745,Meta Paid Ads,17.86,Converted,110.19
CMP-00535,CUST-02250,Influencer Sponsor,63.65,Converted,268.02
CMP-00536,CUST-02545,Google PPC,83.09,Not Converted,0.0
CMP-00537,CUST-01042,Affiliate Promo,46.37,Not Converted,0.0
CMP-00538,CUST-00421,Meta Paid Ads,69.86,Converted,400.71
CMP-00539,CUST-01344,Email Retargeting,43.04,Not Converted,0.0
CMP-00540,CUST-02405,Influencer Sponsor,30.99,Not Converted,0.0
CMP-00541,CUST-03229,Google PPC,21.43,Not Converted,0.0
CMP-00542,CUST-01831,Influencer Sponsor,21.15,Not Converted,0.0
CMP-00543,CUST-03230,Meta Paid Ads,56.13,Not Converted,0.0
CMP-00544,CUST-02920,Affiliate Promo,52.22,Not Converted,0.0
CMP-00545,CUST-00046,Meta Paid Ads,84.49,Not Converted,0.0
CMP-00546,CUST-02340,Google PPC,24.27,Not Converted,0.0
CMP-00547,CUST-02810,Google PPC,60.43,Not Converted,0.0
CMP-00548,CUST-02744,Google PPC,54.91,Not Converted,0.0
CMP-00549,CUST-03340,Affiliate Promo,48.07,Not Converted,0.0
CMP-00550,CUST-00300,Meta Paid Ads,17.78,Not Converted,0.0
CMP-00551,CUST-00454,Google PPC,69.88,Converted,175.35
CMP-00552,CUST-01672,Meta Paid Ads,66.05,Not Converted,0.0
CMP-00553,CUST-02584,Google PPC,28.71,Not Converted,0.0
CMP-00554,CUST-01743,Email Retargeting,65.83,Not Converted,0.0
CMP-00555,CUST-01047,Affiliate Promo,61.32,Not Converted,0.0
CMP-00556,CUST-02454,Influencer Sponsor,30.3,Not Converted,0.0
CMP-00557,CUST-00165,Meta Paid Ads,55.01,Not Converted,0.0
CMP-00558,CUST-02666,Email Retargeting,57.55,Not Converted,0.0
CMP-00559,CUST-01356,Affiliate Promo,45.08,Converted,329.15
CMP-00560,CUST-00889,Influencer Sponsor,11.37,Not Converted,0.0
CMP-00561,CUST-00732,Influencer Sponsor,47.61,Not Converted,0.0
CMP-00562,CUST-02447,Meta Paid Ads,14.21,Not Converted,0.0
CMP-00563,CUST-03429,Email Retargeting,62.56,Not Converted,0.0
CMP-00564,CUST-03291,Influencer Sponsor,83.56,Not Converted,0.0
CMP-00565,CUST-01271,Affiliate Promo,70.02,Not Converted,0.0
CMP-00566,CUST-03133,Affiliate Promo,61.77,Not Converted,0.0
CMP-00567,CUST-03429,Affiliate Promo,34.91,Not Converted,0.0
CMP-00568,CUST-01445,Email Retargeting,62.85,Not Converted,0.0
CMP-00569,CUST-00857,Email Retargeting,34.77,Converted,140.16
CMP-00570,CUST-01170,Email Retargeting,45.31,Converted,133.52
CMP-00571,CUST-01407,Email Retargeting,37.55,Not Converted,0.0
CMP-00572,CUST-01977,Google PPC,64.81,Converted,236.81
CMP-00573,CUST-03493,Google PPC,59.31,Not Converted,0.0
CMP-00574,CUST-00801,Meta Paid Ads,17.84,Not Converted,0.0
CMP-00575,CUST-01842,Influencer Sponsor,6.49,Not Converted,0.0
CMP-00576,CUST-01823,Google PPC,28.74,Converted,87.63
CMP-00577,CUST-02556,Influencer Sponsor,74.46,Converted,405.25
CMP-00578,CUST-02644,Meta Paid Ads,49.68,Converted,221.25
CMP-00579,CUST-03069,Google PPC,49.23,Not Converted,0.0
CMP-00580,CUST-02902,Affiliate Promo,31.74,Converted,216.15
CMP-00581,CUST-02443,Email Retargeting,29.05,Not Converted,0.0
CMP-00582,CUST-00471,Email Retargeting,16.71,Converted,78.99
CMP-00583,CUST-03471,Influencer Sponsor,47.58,Not Converted,0.0
CMP-00584,CUST-01706,Google PPC,71.97,Not Converted,0.0
CMP-00585,CUST-02764,Meta Paid Ads,38.23,Not Converted,0.0
CMP-00586,CUST-00010,Affiliate Promo,68.79,Not Converted,0.0
CMP-00587,CUST-00212,Google PPC,70.02,Not Converted,0.0
CMP-00588,CUST-01882,Meta Paid Ads,9.72,Converted,62.78
CMP-00589,CUST-00687,Google PPC,62.98,Converted,320.55
CMP-00590,CUST-03182,Email Retargeting,28.61,Converted,99.29
CMP-00591,CUST-02303,Influencer Sponsor,81.27,Not Converted,0.0
CMP-00592,CUST-01432,Meta Paid Ads,11.05,Not Converted,0.0
CMP-00593,CUST-01586,Google PPC,11.02,Converted,46.49
CMP-00594,CUST-01025,Email Retargeting,84.64,Converted,410.61
CMP-00595,CUST-00237,Email Retargeting,11.48,Not Converted,0.0
CMP-00596,CUST-02437,Email Retargeting,23.31,Not Converted,0.0
CMP-00597,CUST-00281,Google PPC,16.01,Not Converted,0.0
CMP-00598,CUST-01085,Email Retargeting,59.23,Not Converted,0.0
CMP-00599,CUST-03141,Meta Paid Ads,19.65,Not Converted,0.0
CMP-00600,CUST-02417,Google PPC,23.92,Not Converted,0.0
CMP-00601,CUST-00141,Email Retargeting,62.33,Not Converted,0.0
CMP-00602,CUST-02015,Google PPC,53.29,Not Converted,0.0
CMP-00603,CUST-01595,Email Retargeting,65.11,Not Converted,0.0
CMP-00604,CUST-00945,Influencer Sponsor,44.95,Not Converted,0.0
CMP-00605,CUST-03156,Influencer Sponsor,84.36,Not Converted,0.0
CMP-00606,CUST-01088,Google PPC,60.58,Not Converted,0.0
CMP-00607,CUST-02614,Email Retargeting,10.51,Converted,55.3
CMP-00608,CUST-01157,Email Retargeting,6.85,Converted,19.49
CMP-00609,CUST-01994,Email Retargeting,79.33,Not Converted,0.0
CMP-00610,CUST-02135,Meta Paid Ads,68.11,Not Converted,0.0
CMP-00611,CUST-01451,Email Retargeting,31.05,Converted,96.91
CMP-00612,CUST-03142,Influencer Sponsor,40.67,Not Converted,0.0
CMP-00613,CUST-02645,Influencer Sponsor,56.65,Not Converted,0.0
CMP-00614,CUST-03232,Affiliate Promo,61.26,Not Converted,0.0
CMP-00615,CUST-00005,Google PPC,5.79,Not Converted,0.0
CMP-00616,CUST-03302,Google PPC,54.88,Not Converted,0.0
CMP-00617,CUST-03429,Affiliate Promo,46.25,Not Converted,0.0
CMP-00618,CUST-00877,Meta Paid Ads,79.73,Not Converted,0.0
CMP-00619,CUST-00308,Email Retargeting,47.7,Not Converted,0.0
CMP-00620,CUST-02821,Influencer Sponsor,35.54,Not Converted,0.0
CMP-00621,CUST-00471,Meta Paid Ads,61.5,Not Converted,0.0
CMP-00622,CUST-00510,Influencer Sponsor,26.14,Converted,94.68
CMP-00623,CUST-02212,Affiliate Promo,6.85,Converted,47.43
CMP-00624,CUST-03133,Email Retargeting,66.08,Not Converted,0.0
CMP-00625,CUST-03081,Google PPC,44.99,Not Converted,0.0
CMP-00626,CUST-01771,Google PPC,78.91,Not Converted,0.0
CMP-00627,CUST-01928,Email Retargeting,9.28,Converted,51.42
CMP-00628,CUST-00965,Email Retargeting,51.17,Not Converted,0.0
CMP-00629,CUST-00886,Google PPC,58.59,Not Converted,0.0
CMP-00630,CUST-02854,Influencer Sponsor,33.56,Not Converted,0.0
CMP-00631,CUST-02556,Meta Paid Ads,45.28,Not Converted,0.0
CMP-00632,CUST-00028,Email Retargeting,36.06,Converted,191.93
CMP-00633,CUST-02684,Email Retargeting,21.8,Not Converted,0.0
CMP-00634,CUST-02007,Google PPC,55.29,Converted,327.43
CMP-00635,CUST-01805,Email Retargeting,81.49,Converted,324.24
CMP-00636,CUST-02755,Google PPC,48.06,Not Converted,0.0
CMP-00637,CUST-01326,Google PPC,48.72,Not Converted,0.0
CMP-00638,CUST-00543,Google PPC,45.88,Not Converted,0.0
CMP-00639,CUST-03011,Meta Paid Ads,14.23,Not Converted,0.0
CMP-00640,CUST-00164,Meta Paid Ads,64.51,Not Converted,0.0
CMP-00641,CUST-02016,Email Retargeting,8.75,Not Converted,0.0
CMP-00642,CUST-00433,Meta Paid Ads,81.15,Not Converted,0.0
CMP-00643,CUST-02044,Google PPC,76.57,Not Converted,0.0
CMP-00644,CUST-00227,Influencer Sponsor,21.2,Not Converted,0.0
CMP-00645,CUST-02351,Meta Paid Ads,6.33,Not Converted,0.0
CMP-00646,CUST-03383,Influencer Sponsor,46.68,Converted,362.87
CMP-00647,CUST-00582,Google PPC,6.86,Not Converted,0.0
CMP-00648,CUST-01160,Email Retargeting,31.79,Not Converted,0.0
CMP-00649,CUST-00020,Google PPC,17.38,Not Converted,0.0
CMP-00650,CUST-02852,Meta Paid Ads,11.03,Not Converted,0.0
CMP-00651,CUST-00518,Email Retargeting,5.43,Not Converted,0.0
CMP-00652,CUST-02178,Google PPC,22.2,Not Converted,0.0
CMP-00653,CUST-02788,Meta Paid Ads,50.13,Not Converted,0.0
CMP-00654,CUST-00992,Influencer Sponsor,60.81,Converted,168.21
CMP-00655,CUST-01680,Google PPC,73.9,Not Converted,0.0
CMP-00656,CUST-02743,Email Retargeting,81.14,Not Converted,0.0
CMP-00657,CUST-01690,Affiliate Promo,38.85,Not Converted,0.0
CMP-00658,CUST-01483,Google PPC,72.61,Not Converted,0.0
CMP-00659,CUST-02639,Influencer Sponsor,70.9,Not Converted,0.0
CMP-00660,CUST-00399,Influencer Sponsor,59.46,Not Converted,0.0
CMP-00661,CUST-00507,Email Retargeting,51.18,Not Converted,0.0
CMP-00662,CUST-03023,Email Retargeting,52.65,Not Converted,0.0
CMP-00663,CUST-02034,Google PPC,28.14,Not Converted,0.0
CMP-00664,CUST-00750,Email Retargeting,35.07,Not Converted,0.0
CMP-00665,CUST-03142,Google PPC,74.09,Not Converted,0.0
CMP-00666,CUST-02816,Google PPC,34.14,Not Converted,0.0
CMP-00667,CUST-02754,Email Retargeting,48.78,Not Converted,0.0
CMP-00668,CUST-00999,Google PPC,83.26,Not Converted,0.0
CMP-00669,CUST-01701,Google PPC,5.29,Not Converted,0.0
CMP-00670,CUST-00059,Google PPC,20.16,Not Converted,0.0
CMP-00671,CUST-02884,Google PPC,25.36,Not Converted,0.0
CMP-00672,CUST-00428,Email Retargeting,20.97,Converted,158.05
CMP-00673,CUST-02606,Email Retargeting,67.76,Not Converted,0.0
CMP-00674,CUST-02125,Email Retargeting,8.78,Not Converted,0.0
CMP-00675,CUST-01999,Google PPC,56.94,Not Converted,0.0
CMP-00676,CUST-02417,Affiliate Promo,25.97,Not Converted,0.0
CMP-00677,CUST-01675,Email Retargeting,16.95,Not Converted,0.0
CMP-00678,CUST-01462,Influencer Sponsor,68.66,Not Converted,0.0
CMP-00679,CUST-03471,Google PPC,32.45,Not Converted,0.0
CMP-00680,CUST-00406,Email Retargeting,41.72,Not Converted,0.0
CMP-00681,CUST-00235,Influencer Sponsor,60.59,Not Converted,0.0
CMP-00682,CUST-00811,Google PPC,47.9,Not Converted,0.0
CMP-00683,CUST-02863,Meta Paid Ads,65.97,Not Converted,0.0
CMP-00684,CUST-00312,Email Retargeting,46.53,Not Converted,0.0
CMP-00685,CUST-00220,Email Retargeting,77.54,Not Converted,0.0
CMP-00686,CUST-03430,Affiliate Promo,20.59,Not Converted,0.0
CMP-00687,CUST-02932,Influencer Sponsor,63.77,Not Converted,0.0
CMP-00688,CUST-03434,Google PPC,63.95,Not Converted,0.0
CMP-00689,CUST-02032,Email Retargeting,79.73,Not Converted,0.0
CMP-00690,CUST-01987,Meta Paid Ads,6.49,Not Converted,0.0
CMP-00691,CUST-02819,Google PPC,37.89,Not Converted,0.0
CMP-00692,CUST-03051,Influencer Sponsor,63.16,Not Converted,0.0
CMP-00693,CUST-00657,Email Retargeting,6.88,Not Converted,0.0
CMP-00694,CUST-00556,Email Retargeting,7.63,Not Converted,0.0
CMP-00695,CUST-01466,Google PPC,25.42,Not Converted,0.0
CMP-00696,CUST-00505,Influencer Sponsor,59.93,Converted,201.74
CMP-00697,CUST-02569,Meta Paid Ads,80.3,Not Converted,0.0
CMP-00698,CUST-00408,Meta Paid Ads,41.39,Converted,286.99
CMP-00699,CUST-03066,Influencer Sponsor,35.46,Not Converted,0.0
CMP-00700,CUST-00291,Email Retargeting,70.92,Converted,479.96
CMP-00701,CUST-01116,Meta Paid Ads,41.24,Converted,141.79
CMP-00702,CUST-00703,Influencer Sponsor,21.88,Not Converted,0.0
CMP-00703,CUST-01636,Email Retargeting,18.05,Not Converted,0.0
CMP-00704,CUST-00859,Influencer Sponsor,44.0,Not Converted,0.0
CMP-00705,CUST-02828,Email Retargeting,66.1,Not Converted,0.0
CMP-00706,CUST-02018,Meta Paid Ads,65.77,Converted,404.6
CMP-00707,CUST-01741,Influencer Sponsor,15.59,Not Converted,0.0
CMP-00708,CUST-00688,Email Retargeting,45.17,Not Converted,0.0
CMP-00709,CUST-01037,Influencer Sponsor,58.19,Not Converted,0.0
CMP-00710,CUST-00608,Influencer Sponsor,34.02,Not Converted,0.0
CMP-00711,CUST-00551,Email Retargeting,14.13,Not Converted,0.0
CMP-00712,CUST-01529,Email Retargeting,78.6,Not Converted,0.0
CMP-00713,CUST-01432,Meta Paid Ads,53.18,Not Converted,0.0
CMP-00714,CUST-02743,Affiliate Promo,5.31,Not Converted,0.0
CMP-00715,CUST-01523,Google PPC,61.19,Converted,162.17
CMP-00716,CUST-01483,Meta Paid Ads,57.7,Not Converted,0.0
CMP-00717,CUST-00350,Meta Paid Ads,81.84,Not Converted,0.0
CMP-00718,CUST-00057,Email Retargeting,82.76,Not Converted,0.0
CMP-00719,CUST-02973,Affiliate Promo,69.08,Not Converted,0.0
CMP-00720,CUST-01595,Affiliate Promo,82.14,Not Converted,0.0
CMP-00721,CUST-01562,Meta Paid Ads,38.62,Not Converted,0.0
CMP-00722,CUST-01258,Google PPC,23.02,Not Converted,0.0
CMP-00723,CUST-03126,Google PPC,67.45,Not Converted,0.0
CMP-00724,CUST-02094,Google PPC,70.84,Not Converted,0.0
CMP-00725,CUST-00156,Google PPC,24.51,Not Converted,0.0
CMP-00726,CUST-00455,Meta Paid Ads,79.73,Converted,272.03
CMP-00727,CUST-01920,Google PPC,10.62,Not Converted,0.0
CMP-00728,CUST-02389,Influencer Sponsor,75.11,Not Converted,0.0
CMP-00729,CUST-01594,Email Retargeting,16.25,Not Converted,0.0
CMP-00730,CUST-00160,Email Retargeting,63.48,Not Converted,0.0
CMP-00731,CUST-02940,Email Retargeting,82.7,Not Converted,0.0
CMP-00732,CUST-02383,Email Retargeting,52.64,Converted,322.82
CMP-00733,CUST-02276,Email Retargeting,17.46,Not Converted,0.0
CMP-00734,CUST-00721,Email Retargeting,65.19,Not Converted,0.0
CMP-00735,CUST-01216,Email Retargeting,29.19,Not Converted,0.0
CMP-00736,CUST-00267,Google PPC,66.04,Not Converted,0.0
CMP-00737,CUST-00566,Email Retargeting,65.03,Not Converted,0.0
CMP-00738,CUST-00894,Google PPC,58.07,Not Converted,0.0
CMP-00739,CUST-00244,Google PPC,75.71,Converted,325.52
CMP-00740,CUST-02488,Meta Paid Ads,52.83,Converted,368.91
CMP-00741,CUST-00255,Influencer Sponsor,78.51,Not Converted,0.0
CMP-00742,CUST-00756,Meta Paid Ads,29.87,Not Converted,0.0
CMP-00743,CUST-00566,Email Retargeting,22.56,Not Converted,0.0
CMP-00744,CUST-03039,Email Retargeting,21.03,Not Converted,0.0
CMP-00745,CUST-03384,Affiliate Promo,44.67,Converted,217.78
CMP-00746,CUST-00331,Email Retargeting,44.93,Not Converted,0.0
CMP-00747,CUST-01122,Affiliate Promo,21.77,Not Converted,0.0
CMP-00748,CUST-02766,Email Retargeting,66.11,Not Converted,0.0
CMP-00749,CUST-02085,Affiliate Promo,47.04,Converted,317.6
CMP-00750,CUST-01559,Email Retargeting,56.26,Not Converted,0.0
