ticket_id,customer_id,issue_type,resolution_time,satisfaction_score,refund_requested
TCK-001843,CUST-02984,Account Security,15.0,4,No
TCK-001844,CUST-02001,Damaged Item,71.5,1,Yes
TCK-001845,CUST-00760,Payment Issue,19.7,4,No
TCK-001846,CUST-00595,Payment Issue,5.1,3,No
TCK-001847,CUST-02378,Wrong Item Sent,13.5,3,No
TCK-001848,CUST-01881,Late Delivery,51.5,3,Yes
TCK-001849,CUST-01072,Payment Issue,1.6,5,No
TCK-001850,CUST-01094,Refund Inquiry,8.3,4,No
TCK-001851,CUST-00563,Damaged Item,71.5,3,Yes
TCK-001852,CUST-03449,Account Security,11.8,4,Yes
TCK-001853,CUST-01276,Account Security,12.0,4,No
TCK-001854,CUST-00138,Damaged Item,57.9,1,Yes
TCK-001855,CUST-02373,Late Delivery,27.1,1,No
TCK-001856,CUST-01892,Payment Issue,6.0,5,No
TCK-001857,CUST-00203,Late Delivery,47.7,2,Yes
TCK-001858,CUST-03237,Late Delivery,57.6,2,No
TCK-001859,CUST-03380,Late Delivery,70.5,3,Yes
TCK-001860,CUST-02829,Payment Issue,14.7,4,No
TCK-001861,CUST-01344,Late Delivery,13.5,3,Yes
TCK-001862,CUST-02231,Wrong Item Sent,21.5,3,No
TCK-001863,CUST-00249,Late Delivery,27.0,2,Yes
TCK-001864,CUST-00662,Refund Inquiry,6.5,5,No
TCK-001865,CUST-00756,Wrong Item Sent,1.3,5,No
TCK-001866,CUST-00635,Damaged Item,14.6,2,Yes
TCK-001867,CUST-03282,Account Security,20.3,4,No
TCK-001868,CUST-00404,Payment Issue,5.0,2,Yes
TCK-001869,CUST-03195,Damaged Item,53.2,1,Yes
TCK-001870,CUST-00383,Late Delivery,21.4,2,Yes
TCK-001871,CUST-00774,Late Delivery,60.8,2,Yes
TCK-001872,CUST-00952,Payment Issue,23.3,2,No
TCK-001873,CUST-03116,Account Security,4.1,5,No
TCK-001874,CUST-00675,Late Delivery,60.4,1,Yes
TCK-001875,CUST-02252,Late Delivery,54.2,1,Yes
TCK-001876,CUST-02195,Damaged Item,22.5,1,Yes
TCK-001877,CUST-01331,Late Delivery,70.4,1,Yes
TCK-001878,CUST-02694,Damaged Item,41.4,4,Yes
TCK-001879,CUST-03328,Late Delivery,16.9,4,Yes
TCK-001880,CUST-02407,Late Delivery,63.3,3,Yes
TCK-001881,CUST-00178,Damaged Item,50.2,1,Yes
TCK-001882,CUST-01184,Wrong Item Sent,9.7,4,No
TCK-001883,CUST-01594,Wrong Item Sent,14.3,5,Yes
TCK-001884,CUST-01261,Late Delivery,29.3,1,No
TCK-001885,CUST-00825,Account Security,17.6,2,No
TCK-001886,CUST-00537,Refund Inquiry,11.7,4,No
TCK-001887,CUST-00073,Wrong Item Sent,15.5,4,No
TCK-001888,CUST-02763,Damaged Item,31.7,3,Yes
TCK-001889,CUST-02840,Late Delivery,29.1,1,Yes
TCK-001890,CUST-03383,Late Delivery,14.3,2,Yes
TCK-001891,CUST-00781,Wrong Item Sent,9.1,1,No
TCK-001892,CUST-00854,Late Delivery,36.8,1,No
TCK-001893,CUST-00442,Late Delivery,55.0,1,No
TCK-001894,CUST-02157,Payment Issue,2.3,2,Yes
TCK-001895,CUST-02190,Damaged Item,68.5,2,Yes
TCK-001896,CUST-02537,Damaged Item,25.2,4,No
TCK-001897,CUST-01561,Account Security,23.4,2,No
TCK-001898,CUST-03396,Wrong Item Sent,7.4,4,Yes
TCK-001899,CUST-01721,Late Delivery,51.5,1,Yes
TCK-001900,CUST-01712,Wrong Item Sent,8.4,1,No
TCK-001901,CUST-01964,Refund Inquiry,19.9,3,Yes
TCK-001902,CUST-00554,Late Delivery,32.0,1,Yes
TCK-001903,CUST-02845,Account Security,2.5,3,No
TCK-001904,CUST-02858,Late Delivery,15.1,2,Yes
TCK-001905,CUST-00559,Payment Issue,10.1,3,No
TCK-001906,CUST-02391,Payment Issue,24.0,3,No
TCK-001907,CUST-00644,Late Delivery,35.0,1,Yes
TCK-001908,CUST-01194,Wrong Item Sent,20.8,2,No
TCK-001909,CUST-03276,Damaged Item,50.8,5,Yes
TCK-001910,CUST-01544,Payment Issue,3.5,4,No
TCK-001911,CUST-02432,Payment Issue,17.9,5,No
TCK-001912,CUST-03131,Damaged Item,44.0,1,Yes
TCK-001913,CUST-02765,Wrong Item Sent,22.9,3,No
TCK-001914,CUST-02086,Payment Issue,12.9,2,No
TCK-001915,CUST-03487,Late Delivery,71.8,2,No
TCK-001916,CUST-00914,Damaged Item,29.4,2,No
TCK-001917,CUST-03500,Wrong Item Sent,2.6,4,Yes
TCK-001918,CUST-02407,Late Delivery,49.4,1,No
TCK-001919,CUST-02275,Payment Issue,3.5,4,No
TCK-001920,CUST-00831,Late Delivery,28.5,2,No
TCK-001921,CUST-02728,Wrong Item Sent,11.2,4,No
TCK-001922,CUST-01148,Late Delivery,43.0,1,Yes
TCK-001923,CUST-03084,Refund Inquiry,16.7,4,No
TCK-001924,CUST-02655,Late Delivery,37.4,1,Yes
TCK-001925,CUST-02489,Damaged Item,62.8,1,No
TCK-001926,CUST-00477,Account Security,13.8,4,No
TCK-001927,CUST-00204,Late Delivery,14.2,1,Yes
TCK-001928,CUST-03274,Payment Issue,7.5,2,No
TCK-001929,CUST-02055,Late Delivery,71.1,3,Yes
TCK-001930,CUST-01809,Wrong Item Sent,22.7,2,No
TCK-001931,CUST-00593,Damaged Item,62.6,2,Yes
TCK-001932,CUST-00437,Account Security,19.4,3,No
TCK-001933,CUST-00472,Payment Issue,6.5,4,No
TCK-001934,CUST-00945,Payment Issue,3.0,3,No
TCK-001935,CUST-02409,Payment Issue,19.4,4,No
TCK-001936,CUST-02242,Payment Issue,14.3,4,No
TCK-001937,CUST-03333,Late Delivery,25.5,1,No
TCK-001938,CUST-01305,Damaged Item,35.1,1,Yes
TCK-001939,CUST-00426,Damaged Item,30.9,1,Yes
TCK-001940,CUST-01301,Refund Inquiry,8.7,5,No
TCK-001941,CUST-01096,Wrong Item Sent,21.4,5,No
TCK-001942,CUST-03244,Refund Inquiry,23.2,4,No
TCK-001943,CUST-02356,Wrong Item Sent,20.1,3,No
TCK-001944,CUST-03038,Refund Inquiry,18.0,5,Yes
TCK-001945,CUST-01840,Wrong Item Sent,11.1,3,No
TCK-001946,CUST-00196,Late Delivery,34.8,1,No
TCK-001947,CUST-02866,Wrong Item Sent,17.7,5,No
TCK-001948,CUST-03296,Damaged Item,40.4,3,No
TCK-001949,CUST-02120,Payment Issue,13.1,3,No
TCK-001950,CUST-02340,Refund Inquiry,6.1,4,No
TCK-001951,CUST-03439,Late Delivery,29.5,3,No
TCK-001952,CUST-02394,Wrong Item Sent,23.4,4,No
TCK-001953,CUST-02897,Account Security,1.7,1,No
TCK-001954,CUST-02225,Late Delivery,45.4,2,No
TCK-001955,CUST-01395,Wrong Item Sent,7.3,3,No
TCK-001956,CUST-00078,Late Delivery,48.4,1,No
TCK-001957,CUST-00432,Account Security,10.0,5,No
TCK-001958,CUST-00459,Damaged Item,22.9,2,No
TCK-001959,CUST-03113,Late Delivery,68.2,3,No
TCK-001960,CUST-02489,Wrong Item Sent,6.6,1,No
TCK-001961,CUST-03439,Late Delivery,23.0,2,Yes
TCK-001962,CUST-02752,Damaged Item,43.5,1,Yes
TCK-001963,CUST-02730,Damaged Item,40.7,1,Yes
TCK-001964,CUST-02349,Late Delivery,59.4,2,Yes
TCK-001965,CUST-00462,Refund Inquiry,1.0,2,Yes
TCK-001966,CUST-02808,Damaged Item,21.6,1,Yes
TCK-001967,CUST-00751,Payment Issue,4.0,2,No
TCK-001968,CUST-00666,Late Delivery,33.8,1,Yes
TCK-001969,CUST-03137,Late Delivery,45.3,1,No
TCK-001970,CUST-01586,Payment Issue,2.9,3,No
TCK-001971,CUST-01696,Late Delivery,37.5,3,Yes
TCK-001972,CUST-01572,Late Delivery,61.5,2,Yes
TCK-001973,CUST-01783,Account Security,13.7,4,No
TCK-001974,CUST-00400,Damaged Item,16.6,5,Yes
TCK-001975,CUST-03138,Wrong Item Sent,3.6,3,No
TCK-001976,CUST-01682,Account Security,3.3,1,No
TCK-001977,CUST-00440,Damaged Item,41.1,2,Yes
TCK-001978,CUST-00437,Late Delivery,64.0,3,No
TCK-001979,CUST-02350,Account Security,9.3,3,No
TCK-001980,CUST-00872,Refund Inquiry,21.2,4,Yes
TCK-001981,CUST-01273,Late Delivery,67.8,3,Yes
TCK-001982,CUST-00736,Wrong Item Sent,21.7,4,No
TCK-001983,CUST-01811,Account Security,17.3,5,Yes
TCK-001984,CUST-01284,Wrong Item Sent,20.1,4,Yes
TCK-001985,CUST-01652,Late Delivery,32.8,2,No
TCK-001986,CUST-02683,Payment Issue,1.6,3,No
TCK-001987,CUST-03117,Damaged Item,13.4,3,Yes
TCK-001988,CUST-02314,Late Delivery,41.2,1,No
TCK-001989,CUST-02817,Late Delivery,62.1,3,Yes
TCK-001990,CUST-02416,Late Delivery,65.5,1,Yes
TCK-001991,CUST-00164,Late Delivery,29.5,2,No
TCK-001992,CUST-02137,Wrong Item Sent,2.9,2,Yes
TCK-001993,CUST-02234,Damaged Item,35.8,4,Yes
TCK-001994,CUST-02503,Damaged Item,50.1,3,No
TCK-001995,CUST-00014,Payment Issue,12.3,5,No
TCK-001996,CUST-00892,Damaged Item,63.2,1,Yes
TCK-001997,CUST-00678,Late Delivery,13.1,3,Yes
TCK-001998,CUST-01162,Damaged Item,70.5,2,Yes
TCK-001999,CUST-02912,Wrong Item Sent,18.6,3,Yes
TCK-002000,CUST-00108,Late Delivery,14.0,1,No
TCK-002001,CUST-02616,Refund Inquiry,10.5,5,No
TCK-002002,CUST-01420,Damaged Item,65.7,2,No
TCK-002003,CUST-01857,Late Delivery,50.3,3,Yes
TCK-002004,CUST-02032,Refund Inquiry,6.7,4,No
TCK-002005,CUST-00638,Damaged Item,13.3,5,No
TCK-002006,CUST-00226,Late Delivery,34.1,1,Yes
TCK-002007,CUST-01405,Damaged Item,12.9,1,Yes
TCK-002008,CUST-01939,Late Delivery,63.0,1,Yes
TCK-002009,CUST-02648,Refund Inquiry,20.0,4,No
TCK-002010,CUST-03327,Wrong Item Sent,19.6,3,Yes
TCK-002011,CUST-01979,Account Security,9.4,5,Yes
TCK-002012,CUST-02567,Refund Inquiry,22.4,4,No
TCK-002013,CUST-02138,Refund Inquiry,20.2,5,No
TCK-002014,CUST-03316,Late Delivery,64.5,5,Yes
TCK-002015,CUST-03120,Payment Issue,13.5,3,No
TCK-002016,CUST-00244,Wrong Item Sent,10.6,1,No
TCK-002017,CUST-01010,Late Delivery,53.6,5,No
TCK-002018,CUST-00235,Damaged Item,17.1,4,Yes
TCK-002019,CUST-01372,Late Delivery,55.8,3,Yes
TCK-002020,CUST-00082,Late Delivery,18.9,2,Yes
TCK-002021,CUST-03034,Account Security,23.4,5,Yes
TCK-002022,CUST-00971,Account Security,11.1,2,No
TCK-002023,CUST-00680,Payment Issue,3.4,2,No
TCK-002024,CUST-01322,Wrong Item Sent,7.0,4,No
TCK-002025,CUST-03422,Damaged Item,24.4,1,No
TCK-002026,CUST-02525,Wrong Item Sent,1.9,5,No
TCK-002027,CUST-02951,Damaged Item,13.9,4,Yes
TCK-002028,CUST-00944,Wrong Item Sent,4.0,4,No
TCK-002029,CUST-01256,Late Delivery,22.8,3,No
TCK-002030,CUST-01486,Damaged Item,39.1,1,No
TCK-002031,CUST-02722,Late Delivery,16.9,1,Yes
TCK-002032,CUST-02934,Late Delivery,40.8,3,Yes
TCK-002033,CUST-01625,Damaged Item,61.2,4,No
TCK-002034,CUST-00702,Late Delivery,51.4,4,No
TCK-002035,CUST-01285,Late Delivery,49.3,1,No
TCK-002036,CUST-00161,Damaged Item,20.9,2,Yes
TCK-002037,CUST-00797,Refund Inquiry,15.7,3,No
TCK-002038,CUST-02216,Late Delivery,24.4,1,Yes
TCK-002039,CUST-02823,Late Delivery,54.2,1,No
TCK-002040,CUST-00214,Wrong Item Sent,4.0,1,Yes
TCK-002041,CUST-02677,Late Delivery,44.3,2,Yes
TCK-002042,CUST-03261,Late Delivery,54.8,1,No
TCK-002043,CUST-02800,Late Delivery,18.9,3,Yes
TCK-002044,CUST-02284,Late Delivery,17.1,1,Yes
TCK-002045,CUST-01290,Refund Inquiry,23.6,3,No
TCK-002046,CUST-00409,Refund Inquiry,5.6,4,No
TCK-002047,CUST-00339,Damaged Item,48.3,2,Yes
TCK-002048,CUST-02615,Account Security,2.6,3,No
TCK-002049,CUST-01553,Late Delivery,45.4,1,No
TCK-002050,CUST-01914,Wrong Item Sent,10.2,4,No
TCK-002051,CUST-02937,Account Security,21.8,5,No
TCK-002052,CUST-02834,Late Delivery,12.9,2,No
TCK-002053,CUST-00817,Late Delivery,54.3,1,Yes
TCK-002054,CUST-00780,Damaged Item,54.3,3,Yes
TCK-002055,CUST-03236,Late Delivery,57.1,3,Yes
TCK-002056,CUST-00633,Damaged Item,47.4,4,No
TCK-002057,CUST-02882,Late Delivery,63.9,1,No
TCK-002058,CUST-00258,Damaged Item,64.2,1,Yes
TCK-002059,CUST-03186,Wrong Item Sent,12.4,4,Yes
TCK-002060,CUST-02908,Refund Inquiry,12.7,5,No
TCK-002061,CUST-03479,Damaged Item,16.9,1,Yes
TCK-002062,CUST-02756,Late Delivery,42.6,1,Yes
TCK-002063,CUST-02655,Damaged Item,31.2,5,Yes
TCK-002064,CUST-02584,Late Delivery,61.9,4,No
TCK-002065,CUST-01002,Late Delivery,57.4,3,Yes
TCK-002066,CUST-00539,Damaged Item,37.6,1,No
TCK-002067,CUST-02082,Payment Issue,3.7,4,No
TCK-002068,CUST-02649,Damaged Item,42.0,1,No
TCK-002069,CUST-02427,Refund Inquiry,19.3,3,No
TCK-002070,CUST-01081,Payment Issue,16.0,5,No
TCK-002071,CUST-02377,Account Security,3.8,3,No
TCK-002072,CUST-01042,Refund Inquiry,13.5,4,Yes
TCK-002073,CUST-00795,Late Delivery,34.6,1,No
TCK-002074,CUST-03072,Account Security,18.0,5,No
TCK-002075,CUST-01554,Late Delivery,44.7,2,Yes
TCK-002076,CUST-02822,Payment Issue,23.1,2,No
TCK-002077,CUST-00838,Wrong Item Sent,12.9,4,No
TCK-002078,CUST-02202,Late Delivery,54.8,3,Yes
TCK-002079,CUST-01426,Late Delivery,26.1,3,Yes
TCK-002080,CUST-02397,Late Delivery,29.2,2,Yes
TCK-002081,CUST-01276,Wrong Item Sent,8.6,5,No
TCK-002082,CUST-00522,Damaged Item,64.4,3,No
TCK-002083,CUST-03259,Payment Issue,6.5,2,No
TCK-002084,CUST-02667,Wrong Item Sent,16.3,4,Yes
TCK-002085,CUST-02616,Payment Issue,23.3,4,No
TCK-002086,CUST-01200,Payment Issue,5.2,5,No
TCK-002087,CUST-03241,Wrong Item Sent,10.3,5,No
TCK-002088,CUST-00457,Wrong Item Sent,23.5,4,No
TCK-002089,CUST-02592,Late Delivery,43.7,1,Yes
TCK-002090,CUST-02189,Damaged Item,56.1,5,Yes
TCK-002091,CUST-00824,Late Delivery,15.3,1,Yes
TCK-002092,CUST-02267,Damaged Item,15.7,3,Yes
TCK-002093,CUST-00453,Late Delivery,29.0,4,Yes
TCK-002094,CUST-01106,Late Delivery,21.9,5,Yes
TCK-002095,CUST-00873,Wrong Item Sent,17.8,4,Yes
TCK-002096,CUST-02131,Late Delivery,43.7,2,Yes
TCK-002097,CUST-01031,Payment Issue,8.3,3,No
TCK-002098,CUST-02000,Late Delivery,33.2,2,Yes
TCK-002099,CUST-01128,Wrong Item Sent,7.6,3,Yes
TCK-002100,CUST-00016,Late Delivery,67.8,4,Yes
TCK-002101,CUST-02419,Damaged Item,33.0,2,Yes
TCK-002102,CUST-02980,Payment Issue,6.0,4,No
TCK-002103,CUST-01721,Late Delivery,34.3,1,No
TCK-002104,CUST-00185,Wrong Item Sent,20.2,5,Yes
TCK-002105,CUST-00406,Refund Inquiry,6.8,4,No
TCK-002106,CUST-02351,Account Security,7.9,5,No
TCK-002107,CUST-02969,Account Security,10.7,4,Yes
TCK-002108,CUST-01587,Refund Inquiry,23.5,3,No
TCK-002109,CUST-01687,Late Delivery,60.9,2,No
TCK-002110,CUST-00817,Late Delivery,15.2,2,No
TCK-002111,CUST-03268,Damaged Item,39.0,1,Yes
TCK-002112,CUST-00502,Refund Inquiry,10.8,4,No
TCK-002113,CUST-02303,Wrong Item Sent,8.7,4,No
TCK-002114,CUST-03408,Refund Inquiry,7.1,3,No
TCK-002115,CUST-00979,Late Delivery,48.6,2,Yes
TCK-002116,CUST-01623,Account Security,1.8,4,Yes
TCK-002117,CUST-01178,Late Delivery,58.8,2,Yes
TCK-002118,CUST-01859,Wrong Item Sent,20.5,4,No
TCK-002119,CUST-01059,Payment Issue,15.7,3,No
TCK-002120,CUST-03037,Late Delivery,21.8,1,Yes
TCK-002121,CUST-01682,Late Delivery,69.8,2,No
TCK-002122,CUST-00724,Late Delivery,39.3,2,Yes
TCK-002123,CUST-00508,Account Security,6.3,3,Yes
TCK-002124,CUST-03060,Wrong Item Sent,8.8,4,No
TCK-002125,CUST-03088,Late Delivery,57.5,1,Yes
TCK-002126,CUST-02503,Damaged Item,68.5,2,No
TCK-002127,CUST-02196,Payment Issue,17.8,4,Yes
TCK-002128,CUST-00681,Account Security,19.1,5,No
TCK-002129,CUST-02291,Late Delivery,66.8,1,Yes
TCK-002130,CUST-02637,Late Delivery,13.2,1,Yes
TCK-002131,CUST-03249,Refund Inquiry,9.2,1,No
TCK-002132,CUST-01795,Payment Issue,5.4,4,No
TCK-002133,CUST-00426,Payment Issue,14.5,3,No
TCK-002134,CUST-03332,Wrong Item Sent,20.1,5,No
TCK-002135,CUST-02432,Late Delivery,66.0,1,Yes
TCK-002136,CUST-02449,Refund Inquiry,19.6,4,Yes
TCK-002137,CUST-01275,Late Delivery,70.4,1,Yes
TCK-002138,CUST-00102,Wrong Item Sent,18.8,4,No
TCK-002139,CUST-02658,Late Delivery,57.8,2,Yes
TCK-002140,CUST-02524,Account Security,18.9,4,No
TCK-002141,CUST-00499,Refund Inquiry,6.5,1,No
TCK-002142,CUST-00238,Wrong Item Sent,22.7,3,Yes
TCK-002143,CUST-01586,Late Delivery,56.6,2,No
TCK-002144,CUST-00434,Account Security,12.7,2,No
TCK-002145,CUST-01347,Late Delivery,36.2,5,Yes
TCK-002146,CUST-01718,Damaged Item,70.6,2,No
TCK-002147,CUST-00448,Late Delivery,18.1,1,No
TCK-002148,CUST-03359,Late Delivery,59.6,1,No
TCK-002149,CUST-01006,Late Delivery,13.4,3,Yes
TCK-002150,CUST-01125,Payment Issue,14.1,4,No
TCK-002151,CUST-00851,Wrong Item Sent,11.0,4,Yes
TCK-002152,CUST-03151,Wrong Item Sent,15.6,5,No
TCK-002153,CUST-00566,Late Delivery,52.9,1,No
TCK-002154,CUST-01381,Payment Issue,17.5,5,No
TCK-002155,CUST-02101,Account Security,7.4,3,No
TCK-002156,CUST-02216,Wrong Item Sent,13.9,4,No
TCK-002157,CUST-00235,Damaged Item,62.9,2,Yes
TCK-002158,CUST-00847,Late Delivery,66.4,3,Yes
TCK-002159,CUST-00592,Damaged Item,49.8,2,No
TCK-002160,CUST-00920,Damaged Item,67.7,3,Yes
TCK-002161,CUST-00624,Damaged Item,71.8,1,No
TCK-002162,CUST-01523,Wrong Item Sent,14.4,5,No
TCK-002163,CUST-02982,Late Delivery,56.9,1,Yes
TCK-002164,CUST-00102,Account Security,9.3,4,No
TCK-002165,CUST-01708,Account Security,7.2,4,Yes
TCK-002166,CUST-01400,Late Delivery,13.6,4,Yes
TCK-002167,CUST-00751,Late Delivery,41.2,2,Yes
TCK-002168,CUST-00658,Payment Issue,22.2,4,Yes
TCK-002169,CUST-00256,Wrong Item Sent,12.2,5,No
TCK-002170,CUST-03291,Late Delivery,19.1,1,Yes
TCK-002171,CUST-00283,Payment Issue,16.0,4,No
TCK-002172,CUST-03215,Payment Issue,4.1,4,No
TCK-002173,CUST-03012,Account Security,22.2,5,No
TCK-002174,CUST-03258,Late Delivery,55.4,2,Yes
TCK-002175,CUST-03333,Late Delivery,49.5,2,Yes
TCK-002176,CUST-02101,Late Delivery,35.5,2,Yes
TCK-002177,CUST-02685,Late Delivery,21.3,5,Yes
TCK-002178,CUST-02334,Late Delivery,67.7,2,Yes
TCK-002179,CUST-02748,Damaged Item,54.6,2,Yes
TCK-002180,CUST-00700,Account Security,10.8,3,No
TCK-002181,CUST-02758,Payment Issue,13.9,4,No
TCK-002182,CUST-02164,Account Security,16.3,4,No
TCK-002183,CUST-00492,Damaged Item,29.6,1,No
TCK-002184,CUST-00281,Late Delivery,70.3,4,No
TCK-002185,CUST-00370,Wrong Item Sent,16.0,4,No
TCK-002186,CUST-01485,Damaged Item,22.1,1,Yes
TCK-002187,CUST-01757,Wrong Item Sent,21.1,5,No
TCK-002188,CUST-02017,Refund Inquiry,22.0,3,No
TCK-002189,CUST-01770,Refund Inquiry,23.7,2,No
TCK-002190,CUST-03458,Late Delivery,47.8,2,No
TCK-002191,CUST-03321,Refund Inquiry,10.4,4,No
TCK-002192,CUST-01728,Damaged Item,65.4,3,Yes
TCK-002193,CUST-02053,Damaged Item,20.3,1,Yes
TCK-002194,CUST-00920,Damaged Item,44.4,5,Yes
TCK-002195,CUST-00253,Wrong Item Sent,13.0,4,No
TCK-002196,CUST-02396,Late Delivery,34.7,2,Yes
TCK-002197,CUST-03328,Damaged Item,34.9,1,No
TCK-002198,CUST-02559,Late Delivery,50.2,4,Yes
TCK-002199,CUST-02982,Late Delivery,40.0,1,No
TCK-002200,CUST-00572,Damaged Item,62.9,3,No
TCK-002201,CUST-03377,Damaged Item,59.2,3,Yes
TCK-002202,CUST-01334,Late Delivery,56.3,2,Yes
TCK-002203,CUST-02017,Payment Issue,19.6,4,No
TCK-002204,CUST-02496,Late Delivery,57.7,5,Yes
TCK-002205,CUST-03091,Wrong Item Sent,5.2,3,No
TCK-002206,CUST-03005,Payment Issue,16.9,5,Yes
TCK-002207,CUST-02480,Late Delivery,43.3,2,Yes
TCK-002208,CUST-03443,Damaged Item,38.6,4,No
TCK-002209,CUST-01823,Wrong Item Sent,2.5,5,No
TCK-002210,CUST-00619,Account Security,5.9,4,No
TCK-002211,CUST-01927,Wrong Item Sent,16.8,4,No
TCK-002212,CUST-03413,Payment Issue,6.0,1,No
TCK-002213,CUST-00525,Refund Inquiry,16.3,5,No
TCK-002214,CUST-01636,Late Delivery,52.3,3,No
TCK-002215,CUST-00760,Late Delivery,61.1,3,Yes
TCK-002216,CUST-00931,Late Delivery,26.5,2,Yes
TCK-002217,CUST-02773,Late Delivery,25.1,1,Yes
TCK-002218,CUST-02959,Late Delivery,35.6,2,Yes
TCK-002219,CUST-00569,Late Delivery,35.5,2,No
TCK-002220,CUST-00437,Late Delivery,20.0,1,Yes
TCK-002221,CUST-02418,Late Delivery,14.8,5,Yes
TCK-002222,CUST-03406,Wrong Item Sent,3.2,4,No
TCK-002223,CUST-03024,Payment Issue,21.1,3,Yes
TCK-002224,CUST-02589,Late Delivery,34.5,1,Yes
TCK-002225,CUST-02973,Late Delivery,23.8,1,No
TCK-002226,CUST-03058,Damaged Item,45.6,2,No
TCK-002227,CUST-01343,Damaged Item,46.9,3,Yes
TCK-002228,CUST-00940,Late Delivery,16.2,1,Yes
TCK-002229,CUST-03127,Late Delivery,63.7,4,Yes
TCK-002230,CUST-02072,Damaged Item,23.4,1,Yes
TCK-002231,CUST-00176,Late Delivery,47.1,1,Yes
TCK-002232,CUST-02970,Account Security,2.2,4,No
TCK-002233,CUST-03460,Wrong Item Sent,11.3,5,Yes
TCK-002234,CUST-02296,Late Delivery,29.5,1,No
TCK-002235,CUST-02475,Damaged Item,38.6,2,Yes
TCK-002236,CUST-02914,Account Security,15.6,5,No
TCK-002237,CUST-00691,Refund Inquiry,13.3,2,No
TCK-002238,CUST-00020,Account Security,18.8,4,Yes
TCK-002239,CUST-01078,Late Delivery,28.0,3,No
TCK-002240,CUST-00957,Late Delivery,15.8,1,No
TCK-002241,CUST-00865,Late Delivery,36.7,2,Yes
TCK-002242,CUST-02066,Damaged Item,24.7,4,Yes
TCK-002243,CUST-02778,Late Delivery,18.5,2,No
TCK-002244,CUST-00548,Damaged Item,52.6,3,Yes
TCK-002245,CUST-01260,Account Security,19.3,3,No
TCK-002246,CUST-02046,Damaged Item,32.2,4,Yes
TCK-002247,CUST-01548,Damaged Item,58.6,2,No
TCK-002248,CUST-03375,Wrong Item Sent,3.3,4,No
TCK-002249,CUST-03251,Late Delivery,56.8,3,Yes
TCK-002250,CUST-02418,Damaged Item,68.8,1,Yes
TCK-002251,CUST-02191,Payment Issue,3.4,5,No
TCK-002252,CUST-02451,Damaged Item,18.5,2,Yes
TCK-002253,CUST-01881,Payment Issue,11.8,4,No
TCK-002254,CUST-01247,Damaged Item,18.6,4,No
TCK-002255,CUST-00505,Damaged Item,71.2,2,No
TCK-002256,CUST-00831,Damaged Item,70.2,4,No
TCK-002257,CUST-03368,Account Security,4.1,5,No
TCK-002258,CUST-02412,Payment Issue,19.4,4,No
TCK-002259,CUST-01659,Late Delivery,57.3,1,Yes
TCK-002260,CUST-01271,Late Delivery,62.6,2,Yes
TCK-002261,CUST-00931,Wrong Item Sent,17.2,4,No
TCK-002262,CUST-02442,Wrong Item Sent,18.7,3,No
TCK-002263,CUST-03276,Refund Inquiry,18.5,1,No
TCK-002264,CUST-01861,Damaged Item,67.7,1,Yes
TCK-002265,CUST-01926,Late Delivery,13.1,2,Yes
TCK-002266,CUST-00409,Refund Inquiry,15.4,2,Yes
TCK-002267,CUST-01942,Late Delivery,31.4,1,Yes
TCK-002268,CUST-00126,Wrong Item Sent,12.1,4,No
TCK-002269,CUST-00136,Payment Issue,6.4,5,Yes
TCK-002270,CUST-00895,Late Delivery,42.5,3,No
TCK-002271,CUST-00295,Damaged Item,37.0,2,No
TCK-002272,CUST-00348,Wrong Item Sent,19.5,4,No
TCK-002273,CUST-02397,Late Delivery,39.5,4,Yes
TCK-002274,CUST-03321,Payment Issue,22.2,5,No
TCK-002275,CUST-01232,Late Delivery,67.8,3,No
TCK-002276,CUST-00042,Account Security,16.5,5,No
TCK-002277,CUST-01113,Payment Issue,13.1,5,No
TCK-002278,CUST-00265,Payment Issue,13.7,1,No
TCK-002279,CUST-01518,Late Delivery,64.1,2,Yes
TCK-002280,CUST-02624,Damaged Item,31.2,4,No
TCK-002281,CUST-00225,Refund Inquiry,8.6,5,No
TCK-002282,CUST-00984,Late Delivery,67.8,2,Yes
TCK-002283,CUST-03484,Late Delivery,50.8,2,No
TCK-002284,CUST-02872,Late Delivery,23.4,1,Yes
TCK-002285,CUST-03116,Damaged Item,39.6,4,No
TCK-002286,CUST-02207,Payment Issue,20.5,4,No
TCK-002287,CUST-00485,Late Delivery,57.7,3,Yes
TCK-002288,CUST-00750,Late Delivery,64.9,1,Yes
TCK-002289,CUST-02707,Payment Issue,5.1,5,Yes
TCK-002290,CUST-01289,Payment Issue,20.5,4,Yes
TCK-002291,CUST-00496,Late Delivery,56.4,3,No
TCK-002292,CUST-00357,Refund Inquiry,2.7,3,No
TCK-002293,CUST-01602,Late Delivery,26.3,1,Yes
TCK-002294,CUST-01257,Payment Issue,5.2,5,No
TCK-002295,CUST-00193,Refund Inquiry,16.2,4,No
TCK-002296,CUST-01257,Refund Inquiry,15.4,4,Yes
TCK-002297,CUST-02049,Late Delivery,69.7,5,Yes
TCK-002298,CUST-02401,Damaged Item,61.0,2,Yes
TCK-002299,CUST-01749,Refund Inquiry,8.5,3,No
TCK-002300,CUST-00499,Late Delivery,19.6,2,No
TCK-002301,CUST-02130,Refund Inquiry,19.3,4,No
TCK-002302,CUST-02741,Wrong Item Sent,15.3,3,Yes
