transaction_id,customer_id,transaction_amount,payment_gateway,device_type,location,transaction_status
TXN-0000333,CUST-00278,145.34,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0000334,CUST-01343,178.24,Stripe,Tablet,EU-Central,Approved
TXN-0000335,CUST-01142,205.72,Adyen,Mobile iOS,US-East,Approved
TXN-0000336,CUST-00389,68.86,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0000337,CUST-03211,21.82,Adyen,Tablet,US-East,Declined
TXN-0000338,CUST-01273,40.81,Square,Mobile iOS,EU-Central,Approved
TXN-0000339,CUST-01157,57.53,Adyen,Mobile Android,US-West,Declined
TXN-0000340,CUST-01314,99.22,Authorize.Net,Desktop Windows,EU-Central,Approved
TXN-0000341,CUST-02852,235.09,PayPal Gateway,Desktop Windows,US-West,Approved
TXN-0000342,CUST-00752,239.25,Adyen,Mobile iOS,APAC-East,Approved
TXN-0000343,CUST-02667,334.37,Stripe,Mobile iOS,EU-Central,Approved
TXN-0000344,CUST-00122,501.83,Authorize.Net,Tablet,LATAM-South,Approved
TXN-0000345,CUST-02446,65.28,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0000346,CUST-00339,41.04,Square,Desktop MacOS,US-West,Approved
TXN-0000347,CUST-03136,166.31,Adyen,Desktop MacOS,LATAM-South,Approved
TXN-0000348,CUST-00410,270.04,Stripe,Desktop MacOS,US-West,Approved
TXN-0000349,CUST-00258,165.69,PayPal Gateway,Mobile Android,EU-Central,Approved
TXN-0000350,CUST-01481,285.7,Square,Desktop MacOS,LATAM-South,Approved
TXN-0000351,CUST-01413,19.67,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0000352,CUST-00392,54.48,Square,Desktop Windows,EU-Central,Approved
TXN-0000353,CUST-00801,122.33,Square,Tablet,US-East,Declined
TXN-0000354,CUST-01985,258.05,Stripe,Desktop Windows,US-East,Approved
TXN-0000355,CUST-00036,77.6,Stripe,Desktop MacOS,US-West,Approved
TXN-0000356,CUST-02426,33.79,Square,Mobile iOS,US-West,Approved
TXN-0000357,CUST-02406,87.38,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0000358,CUST-02801,84.76,Adyen,Desktop MacOS,US-East,Approved
TXN-0000359,CUST-00456,138.54,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0000360,CUST-01666,151.11,PayPal Gateway,Mobile Android,US-West,Approved
TXN-0000361,CUST-02928,29.59,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0000362,CUST-02308,17.0,Stripe,Desktop Windows,APAC-East,Approved
TXN-0000363,CUST-00642,12.17,Adyen,Mobile iOS,US-West,Approved
TXN-0000364,CUST-02836,171.08,PayPal Gateway,Mobile iOS,US-East,Declined
TXN-0000365,CUST-00685,62.77,Authorize.Net,Mobile iOS,US-East,Approved
TXN-0000366,CUST-03087,73.49,Stripe,Mobile Android,EU-Central,Approved
TXN-0000367,CUST-01148,79.35,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0000368,CUST-00619,43.79,Adyen,Mobile iOS,US-West,Approved
TXN-0000369,CUST-03085,46.35,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0000370,CUST-02214,176.21,Stripe,Tablet,LATAM-South,Approved
TXN-0000371,CUST-00202,51.63,Square,Desktop MacOS,EU-Central,Approved
TXN-0000372,CUST-02886,13.22,Adyen,Desktop Windows,APAC-East,Declined
TXN-0000373,CUST-02912,32.88,PayPal Gateway,Mobile iOS,US-East,Declined
TXN-0000374,CUST-00401,18.49,PayPal Gateway,Desktop Windows,US-West,Approved
TXN-0000375,CUST-03325,40.14,Authorize.Net,Desktop MacOS,US-East,Declined
TXN-0000376,CUST-02428,55.43,Adyen,Mobile iOS,APAC-East,Approved
TXN-0000377,CUST-01074,14.09,Square,Mobile iOS,APAC-East,Approved
TXN-0000378,CUST-02738,18.67,PayPal Gateway,Mobile Android,US-West,Approved
TXN-0000379,CUST-02535,29.52,PayPal Gateway,Tablet,LATAM-South,Approved
TXN-0000380,CUST-01635,487.08,Adyen,Tablet,US-East,Approved
TXN-0000381,CUST-00194,28.94,Square,Desktop MacOS,LATAM-South,Approved
TXN-0000382,CUST-02839,87.5,Square,Desktop Windows,LATAM-South,Approved
TXN-0000383,CUST-03066,158.97,Stripe,Desktop Windows,US-West,Approved
TXN-0000384,CUST-01426,63.55,Stripe,Desktop MacOS,US-West,Approved
TXN-0000385,CUST-01377,32.78,PayPal Gateway,Mobile iOS,APAC-East,Approved
TXN-0000386,CUST-02584,108.57,PayPal Gateway,Mobile Android,US-East,Approved
TXN-0000387,CUST-01286,43.36,Square,Desktop MacOS,EU-Central,Approved
TXN-0000388,CUST-02102,420.44,Stripe,Tablet,APAC-East,Approved
TXN-0000389,CUST-00557,59.34,PayPal Gateway,Mobile Android,US-West,Approved
TXN-0000390,CUST-02198,118.27,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0000391,CUST-01904,88.42,PayPal Gateway,Tablet,US-East,Approved
TXN-0000392,CUST-01723,553.8,Authorize.Net,Tablet,EU-Central,Approved
TXN-0000393,CUST-00102,1864.94,PayPal Gateway,Desktop MacOS,APAC-East,Declined
TXN-0000394,CUST-02843,208.49,Authorize.Net,Tablet,LATAM-South,Approved
TXN-0000395,CUST-00793,27.58,Adyen,Mobile iOS,LATAM-South,Approved
TXN-0000396,CUST-01116,41.92,Square,Desktop Windows,APAC-East,Approved
TXN-0000397,CUST-02585,64.56,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0000398,CUST-00189,236.08,Adyen,Tablet,APAC-East,Approved
TXN-0000399,CUST-00376,354.5,Authorize.Net,Desktop MacOS,APAC-East,Approved
TXN-0000400,CUST-00384,111.64,Adyen,Tablet,LATAM-South,Approved
TXN-0000401,CUST-03235,116.92,Stripe,Mobile iOS,US-West,Approved
TXN-0000402,CUST-02232,68.57,Square,Desktop Windows,US-East,Approved
TXN-0000403,CUST-02182,58.21,Authorize.Net,Tablet,US-West,Approved
TXN-0000404,CUST-01364,23.27,Stripe,Mobile iOS,US-West,Approved
TXN-0000405,CUST-00087,176.81,Authorize.Net,Desktop Windows,APAC-East,Approved
TXN-0000406,CUST-02278,280.2,Adyen,Desktop Windows,LATAM-South,Approved
TXN-0000407,CUST-00577,25.5,Adyen,Mobile iOS,LATAM-South,Approved
TXN-0000408,CUST-01545,22.39,PayPal Gateway,Mobile Android,US-East,Approved
TXN-0000409,CUST-01200,243.91,Authorize.Net,Desktop MacOS,US-East,Approved
TXN-0000410,CUST-03075,334.41,Square,Mobile Android,APAC-East,Approved
TXN-0000411,CUST-00381,39.53,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0000412,CUST-02491,254.15,Square,Mobile Android,APAC-East,Approved
TXN-0000413,CUST-02688,32.7,Authorize.Net,Desktop Windows,EU-Central,Approved
TXN-0000414,CUST-02017,151.41,Square,Tablet,APAC-East,Approved
TXN-0000415,CUST-01043,44.97,Stripe,Tablet,EU-Central,Approved
TXN-0000416,CUST-03367,158.83,Adyen,Tablet,APAC-East,Approved
TXN-0000417,CUST-02464,280.65,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0000418,CUST-03203,48.25,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0000419,CUST-02086,75.26,Adyen,Tablet,LATAM-South,Approved
TXN-0000420,CUST-01928,315.1,Adyen,Tablet,US-West,Approved
TXN-0000421,CUST-01260,165.01,Stripe,Tablet,APAC-East,Approved
TXN-0000422,CUST-03352,80.25,Square,Tablet,US-East,Approved
TXN-0000423,CUST-02158,105.79,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0000424,CUST-00663,62.82,PayPal Gateway,Tablet,LATAM-South,Approved
TXN-0000425,CUST-01803,136.82,Adyen,Desktop Windows,US-East,Approved
TXN-0000426,CUST-01465,224.92,PayPal Gateway,Mobile iOS,EU-Central,Approved
TXN-0000427,CUST-01947,248.16,Square,Mobile Android,APAC-East,Approved
TXN-0000428,CUST-01896,133.84,Adyen,Tablet,LATAM-South,Approved
TXN-0000429,CUST-01990,44.06,Square,Desktop Windows,EU-Central,Declined
TXN-0000430,CUST-00271,38.78,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0000431,CUST-02071,108.16,Adyen,Mobile iOS,EU-Central,Declined
TXN-0000432,CUST-00233,131.85,Authorize.Net,Tablet,EU-Central,Approved
TXN-0000433,CUST-00422,74.61,Authorize.Net,Tablet,US-West,Approved
TXN-0000434,CUST-02650,181.73,PayPal Gateway,Mobile Android,US-East,Approved
TXN-0000435,CUST-02095,115.07,Square,Desktop Windows,EU-Central,Approved
TXN-0000436,CUST-03329,22.43,Adyen,Tablet,LATAM-South,Declined
TXN-0000437,CUST-02046,154.31,Stripe,Tablet,US-East,Approved
TXN-0000438,CUST-00711,59.54,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0000439,CUST-01746,293.13,Authorize.Net,Desktop MacOS,EU-Central,Approved
TXN-0000440,CUST-01549,20.43,Square,Mobile iOS,APAC-East,Approved
TXN-0000441,CUST-03002,104.4,Adyen,Desktop Windows,US-East,Approved
TXN-0000442,CUST-02866,31.54,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0000443,CUST-03254,60.3,Adyen,Tablet,US-West,Approved
TXN-0000444,CUST-01928,14.04,PayPal Gateway,Tablet,EU-Central,Approved
TXN-0000445,CUST-00175,68.8,Stripe,Desktop Windows,EU-Central,Approved
TXN-0000446,CUST-02210,40.47,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0000447,CUST-01758,111.28,Stripe,Mobile Android,US-East,Approved
TXN-0000448,CUST-03191,70.85,Authorize.Net,Tablet,EU-Central,Approved
TXN-0000449,CUST-01542,203.36,Adyen,Desktop Windows,LATAM-South,Approved
TXN-0000450,CUST-01321,147.82,Square,Desktop Windows,LATAM-South,Approved
TXN-0000451,CUST-01940,187.55,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0000452,CUST-02576,36.67,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0000453,CUST-03021,307.69,Adyen,Tablet,EU-Central,Approved
TXN-0000454,CUST-01945,78.62,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0000455,CUST-00938,55.32,Adyen,Mobile iOS,US-East,Approved
TXN-0000456,CUST-00460,91.69,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0000457,CUST-01768,503.99,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0000458,CUST-02916,94.55,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0000459,CUST-01719,3392.49,PayPal Gateway,Desktop MacOS,APAC-East,Flagged_Fraud
TXN-0000460,CUST-01405,1711.11,Square,Desktop Windows,US-West,Flagged_Fraud
TXN-0000461,CUST-00136,23.79,Stripe,Tablet,US-East,Approved
TXN-0000462,CUST-00150,367.0,Stripe,Tablet,US-West,Approved
TXN-0000463,CUST-00017,468.47,Square,Mobile Android,US-East,Approved
TXN-0000464,CUST-00499,43.08,Authorize.Net,Tablet,US-East,Approved
TXN-0000465,CUST-03412,19.61,Authorize.Net,Tablet,APAC-East,Approved
TXN-0000466,CUST-03072,40.24,Authorize.Net,Mobile iOS,LATAM-South,Approved
TXN-0000467,CUST-01262,367.47,Adyen,Mobile Android,US-West,Approved
TXN-0000468,CUST-03014,43.25,Square,Mobile Android,EU-Central,Approved
TXN-0000469,CUST-01265,58.45,PayPal Gateway,Mobile iOS,EU-Central,Approved
TXN-0000470,CUST-02882,32.28,Square,Tablet,EU-Central,Approved
TXN-0000471,CUST-02639,65.5,PayPal Gateway,Tablet,US-West,Approved
TXN-0000472,CUST-00683,110.05,Stripe,Mobile Android,LATAM-South,Approved
TXN-0000473,CUST-01339,25.23,Adyen,Mobile iOS,APAC-East,Approved
TXN-0000474,CUST-01074,61.03,Adyen,Desktop Windows,LATAM-South,Approved
TXN-0000475,CUST-01497,58.94,Square,Mobile iOS,LATAM-South,Approved
TXN-0000476,CUST-03345,199.53,Adyen,Desktop MacOS,US-East,Approved
TXN-0000477,CUST-01404,164.58,Square,Desktop MacOS,EU-Central,Approved
TXN-0000478,CUST-02618,38.65,Square,Desktop MacOS,US-West,Declined
TXN-0000479,CUST-02868,59.52,PayPal Gateway,Tablet,LATAM-South,Approved
TXN-0000480,CUST-02684,98.61,Authorize.Net,Desktop Windows,APAC-East,Approved
TXN-0000481,CUST-01747,12.46,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0000482,CUST-00401,264.77,Square,Desktop Windows,APAC-East,Approved
TXN-0000483,CUST-00700,236.88,Square,Tablet,US-East,Approved
TXN-0000484,CUST-01058,43.38,Stripe,Desktop Windows,EU-Central,Approved
TXN-0000485,CUST-00353,4902.56,PayPal Gateway,Desktop Windows,APAC-East,Flagged_Fraud
TXN-0000486,CUST-01155,68.35,Stripe,Mobile iOS,APAC-East,Approved
TXN-0000487,CUST-02626,41.83,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0000488,CUST-00372,338.42,Stripe,Mobile Android,LATAM-South,Approved
TXN-0000489,CUST-02865,30.17,Stripe,Mobile Android,US-East,Approved
TXN-0000490,CUST-02137,67.77,Authorize.Net,Mobile Android,LATAM-South,Declined
TXN-0000491,CUST-01833,1018.85,Stripe,Mobile iOS,APAC-East,Flagged_Fraud
TXN-0000492,CUST-01750,91.2,Stripe,Tablet,LATAM-South,Approved
TXN-0000493,CUST-02964,166.7,PayPal Gateway,Tablet,EU-Central,Declined
TXN-0000494,CUST-01424,38.37,Adyen,Desktop Windows,US-West,Approved
TXN-0000495,CUST-00971,116.98,Square,Mobile iOS,LATAM-South,Approved
TXN-0000496,CUST-00118,58.38,Square,Desktop Windows,LATAM-South,Approved
TXN-0000497,CUST-02403,3105.18,PayPal Gateway,Desktop Windows,EU-Central,Flagged_Fraud
TXN-0000498,CUST-00050,102.61,Authorize.Net,Tablet,EU-Central,Approved
TXN-0000499,CUST-00638,46.45,Authorize.Net,Mobile Android,US-East,Approved
TXN-0000500,CUST-03265,50.73,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0000501,CUST-00048,288.66,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0000502,CUST-01961,35.94,Square,Mobile Android,EU-Central,Approved
TXN-0000503,CUST-02220,14.29,Authorize.Net,Mobile Android,US-West,Approved
TXN-0000504,CUST-02590,86.55,Authorize.Net,Desktop Windows,US-West,Approved
TXN-0000505,CUST-02402,46.8,Stripe,Mobile iOS,US-West,Approved
TXN-0000506,CUST-00921,62.14,Authorize.Net,Tablet,APAC-East,Approved
TXN-0000507,CUST-00898,157.28,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0000508,CUST-02649,137.28,Square,Mobile iOS,APAC-East,Approved
TXN-0000509,CUST-01307,132.94,PayPal Gateway,Desktop Windows,US-West,Approved
TXN-0000510,CUST-00698,1186.17,Adyen,Mobile Android,EU-Central,Declined
TXN-0000511,CUST-00495,49.87,Square,Mobile iOS,LATAM-South,Approved
TXN-0000512,CUST-02320,48.85,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0000513,CUST-02156,254.62,Adyen,Desktop MacOS,APAC-East,Approved
TXN-0000514,CUST-02292,98.58,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0000515,CUST-02128,34.11,Square,Desktop MacOS,LATAM-South,Approved
TXN-0000516,CUST-01908,64.61,Authorize.Net,Tablet,US-East,Approved
TXN-0000517,CUST-01459,227.13,Stripe,Mobile Android,US-East,Approved
TXN-0000518,CUST-02386,105.21,Adyen,Tablet,LATAM-South,Approved
TXN-0000519,CUST-02569,55.94,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0000520,CUST-02066,298.39,Square,Mobile Android,US-West,Approved
TXN-0000521,CUST-01017,99.94,Square,Mobile Android,LATAM-South,Approved
TXN-0000522,CUST-02898,75.76,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0000523,CUST-00434,30.84,PayPal Gateway,Desktop Windows,APAC-East,Approved
TXN-0000524,CUST-02947,124.08,Square,Mobile Android,LATAM-South,Approved
TXN-0000525,CUST-02236,236.48,Authorize.Net,Mobile iOS,EU-Central,Approved
TXN-0000526,CUST-01878,53.4,PayPal Gateway,Desktop Windows,US-East,Approved
TXN-0000527,CUST-00730,30.48,PayPal Gateway,Desktop MacOS,US-East,Declined
TXN-0000528,CUST-03034,253.86,Square,Mobile iOS,US-East,Approved
TXN-0000529,CUST-00100,86.32,Adyen,Mobile iOS,US-East,Approved
TXN-0000530,CUST-02703,155.76,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0000531,CUST-01900,191.63,Adyen,Tablet,APAC-East,Approved
TXN-0000532,CUST-01145,258.97,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0000533,CUST-03190,291.6,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0000534,CUST-00154,68.98,Stripe,Mobile Android,LATAM-South,Approved
TXN-0000535,CUST-02949,24.48,PayPal Gateway,Desktop Windows,LATAM-South,Declined
TXN-0000536,CUST-02065,175.93,Stripe,Desktop Windows,APAC-East,Approved
TXN-0000537,CUST-01908,272.29,Adyen,Desktop MacOS,US-East,Approved
TXN-0000538,CUST-02334,11.31,Stripe,Mobile Android,LATAM-South,Approved
TXN-0000539,CUST-03197,22.85,Adyen,Mobile iOS,APAC-East,Approved
TXN-0000540,CUST-02808,2414.96,Authorize.Net,Mobile Android,APAC-East,Chargeback
TXN-0000541,CUST-02487,217.73,Square,Desktop MacOS,LATAM-South,Approved
TXN-0000542,CUST-03078,446.5,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0000543,CUST-01179,18.12,Authorize.Net,Mobile Android,US-East,Approved
TXN-0000544,CUST-00810,255.63,Adyen,Mobile Android,US-East,Approved
TXN-0000545,CUST-00720,175.32,PayPal Gateway,Tablet,US-East,Declined
TXN-0000546,CUST-00657,92.94,Square,Desktop Windows,US-West,Approved
TXN-0000547,CUST-02089,39.95,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0000548,CUST-03258,243.68,Adyen,Tablet,APAC-East,Approved
TXN-0000549,CUST-01088,40.44,Adyen,Desktop Windows,US-West,Declined
TXN-0000550,CUST-00214,197.51,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0000551,CUST-03341,228.67,Authorize.Net,Mobile iOS,EU-Central,Approved
TXN-0000552,CUST-02584,141.88,Adyen,Desktop Windows,EU-Central,Approved
TXN-0000553,CUST-03415,3030.4,Square,Mobile Android,EU-Central,Chargeback
TXN-0000554,CUST-00736,168.74,Square,Tablet,US-West,Approved
TXN-0000555,CUST-02815,199.27,Adyen,Desktop MacOS,US-East,Approved
TXN-0000556,CUST-00343,232.23,PayPal Gateway,Desktop Windows,US-East,Approved
TXN-0000557,CUST-02229,170.02,Adyen,Mobile Android,LATAM-South,Approved
TXN-0000558,CUST-00226,79.5,Adyen,Mobile iOS,US-West,Approved
TXN-0000559,CUST-02668,17.51,Stripe,Mobile Android,LATAM-South,Approved
TXN-0000560,CUST-03213,45.96,Adyen,Mobile Android,US-West,Approved
TXN-0000561,CUST-02403,56.76,Authorize.Net,Desktop MacOS,EU-Central,Approved
TXN-0000562,CUST-02776,312.1,PayPal Gateway,Desktop Windows,US-East,Approved
TXN-0000563,CUST-00658,42.12,Adyen,Desktop MacOS,APAC-East,Approved
TXN-0000564,CUST-02702,154.49,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0000565,CUST-00031,45.54,Square,Desktop MacOS,EU-Central,Declined
TXN-0000566,CUST-02742,3677.69,Adyen,Mobile iOS,APAC-East,Flagged_Fraud
TXN-0000567,CUST-02004,95.54,Stripe,Mobile Android,EU-Central,Approved
TXN-0000568,CUST-02506,15.83,Adyen,Mobile Android,US-West,Approved
TXN-0000569,CUST-02242,271.59,Authorize.Net,Tablet,LATAM-South,Approved
TXN-0000570,CUST-00364,100.09,Authorize.Net,Desktop MacOS,US-East,Approved
TXN-0000571,CUST-00522,50.59,Adyen,Mobile iOS,US-East,Approved
TXN-0000572,CUST-01545,299.23,Adyen,Desktop Windows,APAC-East,Approved
TXN-0000573,CUST-02101,31.12,Authorize.Net,Desktop Windows,APAC-East,Approved
TXN-0000574,CUST-02025,33.71,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0000575,CUST-01487,115.38,Square,Desktop Windows,US-East,Declined
TXN-0000576,CUST-00951,81.08,PayPal Gateway,Mobile Android,EU-Central,Approved
TXN-0000577,CUST-00577,220.12,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0000578,CUST-03076,673.03,Stripe,Mobile iOS,EU-Central,Approved
TXN-0000579,CUST-02340,75.3,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0000580,CUST-00035,535.46,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0000581,CUST-03455,215.61,Adyen,Desktop Windows,EU-Central,Approved
TXN-0000582,CUST-00618,84.03,Authorize.Net,Tablet,US-East,Approved
TXN-0000583,CUST-02892,101.74,Adyen,Desktop MacOS,US-East,Approved
TXN-0000584,CUST-01966,36.32,PayPal Gateway,Tablet,US-East,Approved
TXN-0000585,CUST-01869,213.92,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0000586,CUST-03361,295.59,Adyen,Mobile Android,EU-Central,Approved
TXN-0000587,CUST-00409,23.81,Authorize.Net,Tablet,LATAM-South,Declined
TXN-0000588,CUST-00369,10.25,Stripe,Mobile iOS,LATAM-South,Approved
TXN-0000589,CUST-01774,34.38,Adyen,Mobile iOS,US-West,Approved
TXN-0000590,CUST-01732,61.29,Square,Desktop Windows,US-West,Approved
TXN-0000591,CUST-02879,15.16,Authorize.Net,Mobile iOS,LATAM-South,Declined
TXN-0000592,CUST-02372,240.65,Authorize.Net,Desktop Windows,APAC-East,Approved
TXN-0000593,CUST-00438,29.91,Square,Mobile Android,US-East,Approved
TXN-0000594,CUST-01640,41.02,Authorize.Net,Tablet,US-West,Approved
TXN-0000595,CUST-02280,66.38,PayPal Gateway,Desktop Windows,US-East,Approved
TXN-0000596,CUST-00417,68.17,Stripe,Tablet,US-West,Approved
TXN-0000597,CUST-01656,16.64,Square,Desktop MacOS,US-West,Approved
TXN-0000598,CUST-03332,190.01,Authorize.Net,Mobile iOS,EU-Central,Approved
TXN-0000599,CUST-00017,58.31,Authorize.Net,Mobile iOS,US-West,Approved
TXN-0000600,CUST-03160,77.54,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0000601,CUST-00169,13.87,Stripe,Mobile iOS,US-East,Approved
TXN-0000602,CUST-03448,394.49,Square,Mobile Android,US-East,Approved
TXN-0000603,CUST-03266,27.38,Stripe,Mobile iOS,LATAM-South,Approved
TXN-0000604,CUST-01517,12.18,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0000605,CUST-00788,23.12,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0000606,CUST-00608,290.01,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0000607,CUST-02012,57.29,Square,Desktop MacOS,LATAM-South,Approved
TXN-0000608,CUST-01132,130.04,Authorize.Net,Desktop Windows,APAC-East,Approved
TXN-0000609,CUST-01359,393.21,Authorize.Net,Mobile iOS,US-East,Approved
TXN-0000610,CUST-01311,50.53,Adyen,Tablet,APAC-East,Approved
TXN-0000611,CUST-00420,20.84,Square,Mobile Android,US-East,Approved
TXN-0000612,CUST-02759,188.71,Stripe,Mobile iOS,US-West,Approved
TXN-0000613,CUST-01824,221.25,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0000614,CUST-02608,63.59,Stripe,Desktop MacOS,US-East,Approved
TXN-0000615,CUST-00925,186.86,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0000616,CUST-00503,161.31,Square,Desktop MacOS,APAC-East,Approved
TXN-0000617,CUST-00466,213.03,Square,Desktop MacOS,EU-Central,Approved
TXN-0000618,CUST-03249,54.3,Stripe,Desktop MacOS,US-West,Approved
TXN-0000619,CUST-01402,175.85,Adyen,Desktop Windows,EU-Central,Approved
TXN-0000620,CUST-02507,290.4,Square,Mobile Android,LATAM-South,Approved
TXN-0000621,CUST-02770,13.21,Stripe,Tablet,LATAM-South,Approved
TXN-0000622,CUST-00797,221.72,Square,Mobile Android,EU-Central,Approved
TXN-0000623,CUST-03343,89.73,Square,Mobile iOS,APAC-East,Approved
TXN-0000624,CUST-02451,173.9,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0000625,CUST-00072,118.17,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0000626,CUST-03088,1031.68,Stripe,Mobile Android,APAC-East,Declined
TXN-0000627,CUST-02795,38.12,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0000628,CUST-01444,56.13,Square,Desktop MacOS,US-East,Approved
TXN-0000629,CUST-03207,63.01,Stripe,Desktop Windows,US-West,Approved
TXN-0000630,CUST-00709,87.7,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0000631,CUST-00805,11.15,PayPal Gateway,Desktop Windows,APAC-East,Approved
TXN-0000632,CUST-02802,110.81,Stripe,Mobile iOS,EU-Central,Approved
TXN-0000633,CUST-03350,71.89,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0000634,CUST-02319,42.27,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0000635,CUST-02139,54.04,Adyen,Tablet,APAC-East,Approved
TXN-0000636,CUST-03095,27.34,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
